batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
664023,ST,Sweeper,Breaking,130,0.3230769230769231,0.6470588235294118,0.3189844444444444
664023,FS,Splitter,Offspeed,108,0.26,0.4782608695652174,0.32855111111111107
664023,KC,Knuckle-Curve,Breaking,54,0.5,0.375,0.39723291666666666
664034,FF,4-Seam FB,Fastball,678,0.28653295128939826,0.4409448818897638,0.31846146666666664
664034,SI,Sinker,Fastball,346,0.15053763440860216,0.5411764705882353,0.39430904494382024
664034,SL,Slider,Breaking,215,0.32558139534883723,0.5689655172413793,0.3319814814814815
664034,ST,Sweeper,Breaking,192,0.19387755102040816,0.5384615384615384,0.3076095555555556
664034,FC,Cutter,Fastball,160,0.3111111111111111,0.42857142857142855,0.36551764705882356
664034,CH,Changeup,Offspeed,154,0.32989690721649484,0.7291666666666666,0.33724979166666663
664034,CU,Curveball,Breaking,115,0.3728813559322034,0.35714285714285715,0.18488783333333333
664034,FS,Splitter,Offspeed,49,0.36363636363636365,0.5833333333333334,0.3176363636363636
664034,KC,Knuckle-Curve,Breaking,25,0.25,0.6,0.5577725
664040,FF,4-Seam FB,Fastball,686,0.33225806451612905,0.5658914728682171,0.38179706666666663
664040,SL,Slider,Breaking,412,0.43373493975903615,0.42,0.23469075
664040,SI,Sinker,Fastball,370,0.19375,0.40963855421686746,0.34435705263157895
664040,CH,Changeup,Offspeed,305,0.3668639053254438,0.5064935064935064,0.36825829411764704
664040,ST,Sweeper,Breaking,266,0.4318181818181818,0.22916666666666666,0.17704320000000004
664040,FC,Cutter,Fastball,239,0.29545454545454547,0.6481481481481481,0.3932465573770492
664040,CU,Curveball,Breaking,145,0.36363636363636365,0.7428571428571429,0.3808171428571428
664040,FS,Splitter,Offspeed,89,0.4339622641509434,0.25925925925925924,0.22102880000000003
664040,KC,Knuckle-Curve,Breaking,60,0.4,0.35294117647058826,0.25817647058823523
664056,FF,4-Seam FB,Fastball,134,0.24285714285714285,0.3333333333333333,0.25433818181818185
664056,SI,Sinker,Fastball,74,0.11428571428571428,0.29411764705882354,0.3181111111111111
664056,SL,Slider,Breaking,64,0.5,0.55,0.34563157894736846
664056,ST,Sweeper,Breaking,39,0.4782608695652174,0.0,0.13524727272727274
664056,CH,Changeup,Offspeed,38,0.34782608695652173,0.4,0.28969999999999996
664056,FC,Cutter,Fastball,36,0.22727272727272727,0.0,0.27999999999999997
664059,FF,4-Seam FB,Fastball,98,0.15555555555555556,0.18181818181818182,0.21349684210526318
664059,SL,Slider,Breaking,31,0.46153846153846156,0.125,0.07042857142857142
664059,CH,Changeup,Offspeed,30,0.5,0.2857142857142857,0.27016666666666667
664068,SI,Sinker,Fastball,28,0.125,0.25,0.0
664238,FF,4-Seam FB,Fastball,55,0.15384615384615385,0.0,0.36224
664238,SL,Slider,Breaking,25,0.5714285714285714,0.0,0.1155
664702,FF,4-Seam FB,Fastball,392,0.1005586592178771,0.3469387755102041,0.3263517757009346
664702,SI,Sinker,Fastball,266,0.04310344827586207,0.34782608695652173,0.3641553205128205
664702,SL,Slider,Breaking,189,0.2328767123287671,0.11904761904761904,0.17601756097560978
664702,CH,Changeup,Offspeed,118,0.15555555555555556,0.4444444444444444,0.22444444444444447
664702,ST,Sweeper,Breaking,101,0.23333333333333334,0.3125,0.1759288888888889
664702,FC,Cutter,Fastball,89,0.14634146341463414,0.4782608695652174,0.28561333333333333
664702,CU,Curveball,Breaking,50,0.3333333333333333,0.3333333333333333,0.3245
664728,FF,4-Seam FB,Fastball,438,0.12371134020618557,0.45555555555555555,0.26031661458333333
664728,SI,Sinker,Fastball,158,0.1232876712328767,0.18181818181818182,0.28463393617021276
664728,CH,Changeup,Offspeed,110,0.2898550724637681,0.1951219512195122,0.20646952380952382
664728,SL,Slider,Breaking,105,0.26785714285714285,0.5833333333333334,0.3089367307692307
664728,FC,Cutter,Fastball,101,0.09433962264150944,0.2903225806451613,0.25295586206896553
664728,ST,Sweeper,Breaking,89,0.15625,0.17391304347826086,0.13682608695652174
664728,CU,Curveball,Breaking,73,0.34285714285714286,0.058823529411764705,0.1883364705882353
664728,FS,Splitter,Offspeed,43,0.15384615384615385,0.5384615384615384,0.4464166666666667
664731,FF,4-Seam FB,Fastball,57,0.28,0.5833333333333334,0.2664133333333333
664731,SI,Sinker,Fastball,50,0.05,0.1111111111111111,0.32721500000000003
664731,SL,Slider,Breaking,29,0.5384615384615384,0.0,0.02666666666666667
664761,FF,4-Seam FB,Fastball,704,0.16714697406340057,0.4177215189873418,0.33798290502793293
664761,SI,Sinker,Fastball,506,0.08370044052863436,0.3208955223880597,0.35226398648648655
664761,SL,Slider,Breaking,320,0.22875816993464052,0.3488372093023256,0.31399363636363636
664761,ST,Sweeper,Breaking,204,0.20512820512820512,0.2222222222222222,0.2923852173913043
664761,FC,Cutter,Fastball,195,0.14444444444444443,0.46296296296296297,0.3136429245283019
664761,CH,Changeup,Offspeed,150,0.22580645161290322,0.5882352941176471,0.36182573529411766
664761,CU,Curveball,Breaking,108,0.10256410256410256,0.25,0.21943999999999997
664761,FS,Splitter,Offspeed,56,0.1875,0.7222222222222222,0.38235294117647056
664761,KC,Knuckle-Curve,Breaking,25,0.38461538461538464,1.0,0.48477250000000005
664770,FF,4-Seam FB,Fastball,628,0.16408668730650156,0.3435114503816794,0.296303768115942
664770,SI,Sinker,Fastball,340,0.1111111111111111,0.21518987341772153,0.23690447674418602
664770,CH,Changeup,Offspeed,174,0.16483516483516483,0.5652173913043478,0.2885845454545455
664770,FC,Cutter,Fastball,170,0.17777777777777778,0.2727272727272727,0.291984
664770,SL,Slider,Breaking,157,0.20253164556962025,0.4634146341463415,0.3646975531914894
664770,CU,Curveball,Breaking,102,0.19148936170212766,0.5357142857142857,0.2585
664770,FS,Splitter,Offspeed,71,0.15,0.5,0.2713
664770,ST,Sweeper,Breaking,67,0.21428571428571427,0.5833333333333334,0.2835938461538462
664774,FF,4-Seam FB,Fastball,278,0.2692307692307692,0.2926829268292683,0.3083894339622642
664774,SI,Sinker,Fastball,91,0.02702702702702703,0.5555555555555556,0.3435657142857143
664774,CH,Changeup,Offspeed,78,0.4375,0.42105263157894735,0.15726222222222222
664774,FC,Cutter,Fastball,73,0.3225806451612903,0.5333333333333333,0.28350000000000003
664774,SL,Slider,Breaking,61,0.32,0.3684210526315789,0.17975000000000002
664774,ST,Sweeper,Breaking,42,0.15789473684210525,0.0,0.16834
664774,CU,Curveball,Breaking,41,0.08333333333333333,0.8,0.21480000000000002
664774,FS,Splitter,Offspeed,27,0.15384615384615385,0.5714285714285714,0.3504285714285715
664954,FF,4-Seam FB,Fastball,295,0.16216216216216217,0.5352112676056338,0.3038821052631579
664954,SI,Sinker,Fastball,118,0.09523809523809523,0.5882352941176471,0.3759133783783783
664954,SL,Slider,Breaking,98,0.21052631578947367,0.2727272727272727,0.30203428571428576
664954,CH,Changeup,Offspeed,87,0.20833333333333334,0.4,0.25929066666666667
664954,ST,Sweeper,Breaking,71,0.20588235294117646,0.5882352941176471,0.11894117647058824
664954,FC,Cutter,Fastball,63,0.1388888888888889,0.05555555555555555,0.23652941176470588
664954,CU,Curveball,Breaking,46,0.23809523809523808,0.0,0.17927272727272728
664954,FS,Splitter,Offspeed,34,0.1111111111111111,0.3333333333333333,0.40360000000000007
664954,KC,Knuckle-Curve,Breaking,26,0.3333333333333333,0.0,0.10285714285714286
664983,FF,4-Seam FB,Fastball,593,0.125,0.5892857142857143,0.37191724431818185
